State,County,Area (sqmi)
Indiana,Lawrence County,449.0
Indiana,Madison County,452.0
Indiana,Marion County,396.0
Indiana,Marshall County,444.0
Indiana,Martin County,336.0
Indiana,Miami County,374.0
Indiana,Monroe County,395.0
Indiana,Montgomery County,505.0
Indiana,Morgan County,404.0
Indiana,Newton County,402.0
Indiana,Noble County,411.0
Indiana,Ohio County,86.0
Indiana,Orange County,398.0
Indiana,Owen County,385.0
Indiana,Parke County,445.0
Indiana,Perry County,382.0
Indiana,Pike County,334.0
Indiana,Porter County,418.0
Indiana,Posey County,410.0
Indiana,Pulaski County,434.0
Indiana,Putnam County,481.0
Indiana,Randolph County,452.0
Indiana,Ripley County,446.0
Indiana,Rush County,408.0
Indiana,St. Joseph County,458.0
Indiana,Scott County,190.0
Indiana,Shelby County,411.0
Indiana,Spencer County,397.0
Indiana,Starke County,309.0
Indiana,Steuben County,309.0
Indiana,Sullivan County,447.0
Indiana,Switzerland County,221.0
Indiana,Tippecanoe County,500.0
Indiana,Tipton County,261.0
Indiana,Union County,161.0
Indiana,Vanderburgh County,233.0
Indiana,Vermillion County,257.0
Indiana,Vigo County,403.0
Indiana,Wabash County,412.0
Indiana,Warren County,365.0
Indiana,Warrick County,385.0
Indiana,Washington County,514.0
Indiana,Wayne County,402.0
Indiana,Wells County,368.0
Indiana,White County,505.0
Indiana,Whitley County,336.0
Iowa,Adair County,569.0
Iowa,Adams County,424.0
Iowa,Allamakee County,640.0
Iowa,Appanoose County,496.0
Iowa,Audubon County,443.0
Iowa,Benton County,716.0
Iowa,Black Hawk County,567.0
Iowa,Boone County,572.0
Iowa,Bremer County,428.0
Iowa,Buchanan County,571.0
Iowa,Buena Vista County,575.0
Iowa,Butler County,580.0
Iowa,Calhoun County,570.0
Iowa,Carroll County,569.0
Iowa,Cass County,564.0
Iowa,Cedar County,580.0
Iowa,Cerro Gordo County,568.0
Iowa,Cherokee County,577.0
Iowa,Chickasaw County,505.0
Iowa,Clarke County,431.0
Iowa,Clay County,569.0
Iowa,Clayton County,779.0
Iowa,Clinton County,695.0
Iowa,Crawford County,714.0
Iowa,Dallas County,586.0
Iowa,Davis County,503.0
Iowa,Decatur County,532.0
Iowa,Delaware County,578.0
Iowa,Des Moines County,416.0
Iowa,Dickinson County,381.0
Iowa,Dubuque County,608.0
Iowa,Emmet County,396.0
Iowa,Fayette County,731.0
Iowa,Floyd County,501.0
Iowa,Franklin County,582.0
Iowa,Fremont County,511.0
Iowa,Greene County,568.0
Iowa,Grundy County,503.0
Iowa,Guthrie County,591.0
Iowa,Hamilton County,577.0
Iowa,Hancock County,571.0
Iowa,Hardin County,569.0
Iowa,Harrison County,697.0
Iowa,Henry County,434.0
Iowa,Howard County,473.0
Iowa,Humboldt County,434.0
Iowa,Ida County,432.0
Iowa,Iowa County,586.0
Iowa,Jackson County,636.0
Iowa,Jasper County,730.0
Iowa,Jefferson County,435.0
Iowa,Johnson County,614.0
Iowa,Jones County,575.0
Iowa,Keokuk County,579.0
Iowa,Kossuth County,973.0
Iowa,Lee County,517.0
Iowa,Linn County,718.0
Iowa,Louisa County,402.0
Iowa,Lucas County,431.0
Iowa,Lyon County,588.0
Iowa,Madison County,561.0
Iowa,Mahaska County,571.0
Iowa,Marion County,554.0
Iowa,Marshall County,572.0
Iowa,Mills County,437.0
Iowa,Mitchell County,469.0
Iowa,Monona County,693.0
Iowa,Monroe County,433.0
Iowa,Montgomery County,424.0
Iowa,Muscatine County,439.0
Iowa,O'Brien County,573.0
Iowa,Osceola County,399.0
Iowa,Page County,535.0
Iowa,Palo Alto County,564.0
Iowa,Plymouth County,864.0
Iowa,Pocahontas County,578.0
Iowa,Polk County,570.0
Iowa,Pottawattamie County,954.0
Iowa,Poweshiek County,585.0
Iowa,Ringgold County,538.0
Iowa,Sac County,576.0
Iowa,Scott County,458.0
Iowa,Shelby County,591.0
Iowa,Sioux County,768.0
Iowa,Story County,573.0
Iowa,Tama County,721.0
Iowa,Taylor County,534.0
Iowa,Union County,424.0
Iowa,Van Buren County,485.0
Iowa,Wapello County,432.0
Iowa,Warren County,572.0
Iowa,Washington County,569.0
Iowa,Wayne County,526.0
Iowa,Webster County,715.0
Iowa,Winnebago County,400.0
Iowa,Winneshiek County,690.0
Iowa,Woodbury County,873.0
Iowa,Worth County,400.0
Iowa,Wright County,581.0
Kansas,Allen County,503.0
Kansas,Anderson County,583.0
Kansas,Atchison County,432.0
Kansas,Barber County,1134.0
Kansas,Barton County,894.0
Kansas,Bourbon County,637.0
Kansas,Brown County,571.0
Kansas,Butler County,1428.0
Kansas,Chase County,776.0
Kansas,Chautauqua County,642.0
Kansas,Cherokee County,587.0
Kansas,Cheyenne County,1020.0
Kansas,Clark County,975.0
Kansas,Clay County,644.0
Kansas,Cloud County,716.0
Kansas,Coffey County,630.0
Kansas,Comanche County,788.0
Kansas,Cowley County,1126.0
Kansas,Crawford County,593.0
Kansas,Decatur County,894.0
Kansas,Dickinson County,848.0
Kansas,Doniphan County,392.0
Kansas,Douglas County,457.0
Kansas,Edwards County,622.0
Kansas,Elk County,648.0
Kansas,Ellis County,900.0
Kansas,Ellsworth County,716.0
Kansas,Finney County,1300.0
Kansas,Ford County,1099.0
Kansas,Franklin County,574.0
Kansas,Geary County,384.0
Kansas,Gove County,1072.0
Kansas,Graham County,898.0
Kansas,Grant County,575.0
Kansas,Gray County,869.0
Kansas,Greeley County,778.0
Kansas,Greenwood County,1140.0
Kansas,Hamilton County,996.0
Kansas,Harper County,802.0
Kansas,Harvey County,539.0
Kansas,Haskell County,577.0
Kansas,Hodgeman County,860.0
Kansas,Jackson County,657.0
Kansas,Jefferson County,536.0
Kansas,Jewell County,909.0
Kansas,Johnson County,477.0
Kansas,Kearny County,870.0
Kansas,Kingman County,864.0
Kansas,Kiowa County,722.0
Kansas,Labette County,649.0
Kansas,Lane County,717.0
Kansas,Leavenworth County,463.0
Kansas,Lincoln County,719.0
Kansas,Linn County,599.0
Kansas,Logan County,1073.0
Kansas,Lyon County,851.0
Kansas,Marion County,943.0
Kansas,Marshall County,903.0
Kansas,McPherson County,900.0
Kansas,Meade County,978.0
Kansas,Miami County,577.0
Kansas,Mitchell County,700.0
Kansas,Montgomery County,645.0
Kansas,Morris County,697.0
Kansas,Morton County,730.0
Kansas,Nemaha County,719.0
Kansas,Neosho County,572.0
Kansas,Ness County,1075.0
Kansas,Norton County,878.0
Kansas,Osage County,704.0
Kansas,Osborne County,893.0
Kansas,Ottawa County,721.0
Kansas,Pawnee County,754.0
Kansas,Phillips County,886.0
Kansas,Pottawatomie County,844.0
Kansas,Pratt County,735.0
Kansas,Rawlins County,1070.0
Kansas,Reno County,1254.0
Kansas,Republic County,716.0
Kansas,Rice County,727.0
Kansas,Riley County,610.0
Kansas,Rooks County,888.0
Kansas,Rush County,718.0
Kansas,Russell County,885.0
Kansas,Saline County,720.0
Kansas,Scott County,718.0
Kansas,Sedgwick County,1000.0
Kansas,Seward County,640.0
Kansas,Shawnee County,550.0
Kansas,Sheridan County,896.0
Kansas,Sherman County,1056.0
Kansas,Smith County,896.0
Kansas,Stafford County,792.0
Kansas,Stanton County,680.0
Kansas,Stevens County,728.0
Kansas,Sumner County,1182.0
Kansas,Thomas County,1075.0
Kansas,Trego County,888.0
Kansas,Wabaunsee County,798.0
Kansas,Wallace County,914.0
Kansas,Washington County,898.0
Kansas,Wichita County,719.0
Kansas,Wilson County,574.0
Kansas,Woodson County,501.0
Kansas,Wyandotte County,151.0
Kentucky,Adair County,407.0
Kentucky,Allen County,346.0
Kentucky,Anderson County,203.0
Kentucky,Ballard County,251.0
Kentucky,Barren County,491.0
Kentucky,Bath County,279.0
Kentucky,Bell County,361.0
Kentucky,Boone County,246.0
Kentucky,Bourbon County,291.0
Kentucky,Boyd County,160.0
Kentucky,Boyle County,182.0
Kentucky,Bracken County,203.0
Kentucky,Breathitt County,495.0
Kentucky,Breckinridge County,572.0
Kentucky,Bullitt County,299.0
Kentucky,Butler County,428.0
Kentucky,Caldwell County,347.0
Kentucky,Calloway County,386.0
Kentucky,Campbell County,152.0
Kentucky,Carlisle County,192.0
Kentucky,Carroll County,130.0
Kentucky,Carter County,411.0
Kentucky,Casey County,446.0
Kentucky,Christian County,721.0
Kentucky,Clark County,254.0
Kentucky,Clay County,471.0
Kentucky,Clinton County,198.0
Kentucky,Crittenden County,362.0
Kentucky,Cumberland County,306.0
Kentucky,Daviess County,462.0
Kentucky,Edmonson County,303.0
Kentucky,Elliott County,234.0
Kentucky,Estill County,254.0
Kentucky,Fayette County,284.0
Kentucky,Fleming County,351.0
Kentucky,Floyd County,394.0
Kentucky,Franklin County,210.0
Kentucky,Fulton County,209.0
Kentucky,Gallatin County,99.0
Kentucky,Garrard County,231.0
Kentucky,Grant County,260.0
Kentucky,Graves County,556.0
Kentucky,Grayson County,504.0
Kentucky,Green County,289.0
Kentucky,Greenup County,346.0
Kentucky,Hancock County,189.0
Kentucky,Hardin County,628.0
Kentucky,Harlan County,467.0
Kentucky,Harrison County,310.0
Kentucky,Hart County,416.0
Kentucky,Henderson County,440.0
Kentucky,Henry County,289.0
Kentucky,Hickman County,244.0
Kentucky,Hopkins County,551.0
Kentucky,Jackson County,346.0
Kentucky,Jefferson County,385.0
Kentucky,Jessamine County,173.0
Kentucky,Johnson County,262.0
Kentucky,Kenton County,163.0
Kentucky,Knott County,352.0
Kentucky,Knox County,388.0
Kentucky,LaRue County,263.0
Kentucky,Laurel County,436.0
Kentucky,Lawrence County,419.0
Kentucky,Lee County,210.0
Kentucky,Leslie County,404.0
Kentucky,Letcher County,339.0
Kentucky,Lewis County,484.0
Kentucky,Lincoln County,337.0
Kentucky,Livingston County,316.0
Kentucky,Logan County,556.0
Kentucky,Lyon County,216.0
Kentucky,McCracken County,251.0
Kentucky,McCreary County,428.0
Kentucky,McLean County,254.0
Kentucky,Madison County,441.0
Kentucky,Magoffin County,310.0
Kentucky,Marion County,347.0
Kentucky,Marshall County,305.0
Kentucky,Martin County,231.0
Kentucky,Mason County,241.0
Kentucky,Meade County,308.0
Kentucky,Menifee County,204.0
Kentucky,Mercer County,251.0
Kentucky,Metcalfe County,291.0
Kentucky,Monroe County,331.0
Kentucky,Montgomery County,199.0
Kentucky,Morgan County,381.0
Kentucky,Muhlenberg County,475.0
Kentucky,Nelson County,423.0
Kentucky,Nicholas County,197.0
Kentucky,Ohio County,594.0
Kentucky,Oldham County,189.0
Kentucky,Owen County,352.0
Kentucky,Owsley County,198.0
Kentucky,Pendleton County,280.0
Kentucky,Perry County,342.0
Kentucky,Pike County,788.0
Kentucky,Powell County,180.0
Kentucky,Pulaski County,662.0
Kentucky,Robertson County,100.0
Kentucky,Rockcastle County,318.0
Kentucky,Rowan County,281.0
Kentucky,Russell County,254.0
Kentucky,Scott County,285.0
Kentucky,Shelby County,384.0
Kentucky,Simpson County,236.0
Kentucky,Spencer County,186.0
Kentucky,Taylor County,270.0
Kentucky,Todd County,376.0
Kentucky,Trigg County,443.0
Kentucky,Trimble County,149.0
Kentucky,Union County,345.0
Kentucky,Warren County,545.0
Kentucky,Washington County,301.0
Kentucky,Wayne County,459.0
Kentucky,Webster County,335.0
Kentucky,Whitley County,440.0
Kentucky,Wolfe County,223.0
Kentucky,Woodford County,191.0
Louisiana,Acadia Parish,658.0
Louisiana,Allen Parish,766.0
Louisiana,Ascension Parish,303.0
Louisiana,Assumption Parish,364.0
Louisiana,Avoyelles Parish,866.0
Louisiana,Beauregard Parish,1166.0
Louisiana,Bienville Parish,822.0
Louisiana,Bossier Parish,867.0
Louisiana,Caddo Parish,937.0
Louisiana,Calcasieu Parish,1094.0
Louisiana,Caldwell Parish,541.0
Louisiana,Cameron Parish,1932.0
Louisiana,Catahoula Parish,739.0
Louisiana,Claiborne Parish,768.0
Louisiana,Concordia Parish,749.0
Louisiana,DeSoto Parish,895.0
Louisiana,East Baton Rouge Parish,471.0
Louisiana,East Carroll Parish,442.0
Louisiana,East Feliciana Parish,456.0
Louisiana,Evangeline Parish,680.0
Louisiana,Franklin Parish,636.0
Louisiana,Grant Parish,664.0
Louisiana,Iberia Parish,1031.0
Louisiana,Iberville Parish,653.0
Louisiana,Jackson Parish,580.0
Louisiana,Jefferson Parish,642.0
Louisiana,Jefferson Davis Parish,659.0
Louisiana,Lafayette Parish,270.0
Louisiana,Lafourche Parish,1472.0
Louisiana,LaSalle Parish,663.0
Louisiana,Lincoln Parish,472.0
Louisiana,Livingston Parish,703.0
Louisiana,Madison Parish,651.0
Louisiana,Morehouse Parish,805.0
Louisiana,Natchitoches Parish,1299.0
Louisiana,Orleans Parish,350.0
Louisiana,Ouachita Parish,633.0
Louisiana,Plaquemines Parish,2429.0
Louisiana,Pointe Coupee Parish,591.0
Louisiana,Rapides Parish,1362.0
Louisiana,Red River Parish,402.0
Louisiana,Richland Parish,564.0
Louisiana,Sabine Parish,1012.0
Louisiana,St. Bernard Parish,1794.0
Louisiana,St. Charles Parish,410.0
Louisiana,St. Helena Parish,409.0
Louisiana,St. James Parish,258.0
Louisiana,St. John the Baptist Parish,348.0
Louisiana,St. Landry Parish,939.0
Louisiana,St. Martin Parish,817.0
Louisiana,St. Mary Parish,612.0
Louisiana,St. Tammany Parish,1124.0
Louisiana,Tangipahoa Parish,823.0
Louisiana,Tensas Parish,641.0
Louisiana,Terrebonne Parish,2080.0
Louisiana,Union Parish,905.0
Louisiana,Vermilion Parish,1538.0
Louisiana,Vernon Parish,1341.0
Louisiana,Washington Parish,676.0
Louisiana,Webster Parish,615.0
Louisiana,West Baton Rouge Parish,203.0
Louisiana,West Carroll Parish,360.0
Louisiana,West Feliciana Parish,426.0
Louisiana,Winn Parish,957.0
Maine,Androscoggin County,497.0
Maine,Aroostook County,6829.0
Maine,Cumberland County,1217.0
Maine,Franklin County,1744.0
Maine,Hancock County,2351.0
Maine,Kennebec County,951.0
Maine,Knox County,1142.0
Maine,Lincoln County,700.0
Maine,Oxford County,2175.0
Maine,Penobscot County,3556.0
Maine,Piscataquis County,4377.0
Maine,Sagadahoc County,370.0
Maine,Somerset County,4095.0
Maine,Waldo County,853.0
Maine,Washington County,3255.0
Maine,York County,1271.0
Maryland,Allegany County,430.0
Maryland,Anne Arundel County,588.0
Maryland,Baltimore County,682.0
Maryland,Baltimore City,92.0
Maryland,Calvert County,345.0
Maryland,Caroline County,326.0
Maryland,Carroll County,452.0
Maryland,Cecil County,418.0
Maryland,Charles County,643.0
Maryland,Dorchester County,540.0
Maryland,Frederick County,667.0
Maryland,Garrett County,656.0
Maryland,Harford County,527.0
Maryland,Howard County,254.0
Maryland,Kent County,414.0
Maryland,Montgomery County,507.0
Maryland,Prince George's County,498.0
Maryland,Queen Anne's County,510.0
Maryland,Somerset County,611.0
Maryland,St. Mary's County,611.0
Maryland,Talbot County,477.0
Maryland,Washington County,468.0
Maryland,Wicomico County,400.0
Maryland,Worcester County,695.0
Massachusetts,Barnstable County,396.0
Massachusetts,Berkshire County,931.0
Massachusetts,Bristol County,556.0
Massachusetts,Dukes County,104.0
Massachusetts,Essex County,498.0
Massachusetts,Franklin County,702.0
Massachusetts,Hampden County,618.0
Massachusetts,Hampshire County,529.0
Massachusetts,Middlesex County,824.0
Massachusetts,Nantucket County,48.0
Massachusetts,Norfolk County,400.0
Massachusetts,Plymouth County,661.0
Massachusetts,Suffolk County,58.0
Massachusetts,Worcester County,1513.0
Michigan,Alcona County,1791.0
Michigan,Alger County,5049.0
Michigan,Allegan County,1833.0
Michigan,Alpena County,1695.0
Michigan,Antrim County,602.0
Michigan,Arenac County,681.0
Michigan,Baraga County,1069.0
Michigan,Barry County,577.0
Michigan,Bay County,631.0
Michigan,Benzie County,860.0
Michigan,Berrien County,1581.0
Michigan,Branch County,519.0
Michigan,Calhoun County,718.0
Michigan,Cass County,508.0
Michigan,Charlevoix County,1391.0
Michigan,Cheboygan County,885.0
Michigan,Chippewa County,2698.0
Michigan,Clare County,575.0
Michigan,Clinton County,575.0
Michigan,Crawford County,563.0
Michigan,Delta County,1992.0
Michigan,Dickinson County,777.0
Michigan,Eaton County,579.0
Michigan,Emmet County,882.0
Michigan,Genesee County,649.0
Michigan,Gladwin County,516.0
Michigan,Gogebic County,1476.0
Michigan,Grand Traverse County,601.0
Michigan,Gratiot County,572.0
Michigan,Hillsdale County,607.0
Michigan,Houghton County,1502.0
Michigan,Huron County,2136.0
Michigan,Ingham County,561.0
Michigan,Ionia County,580.0
Michigan,Iosco County,1891.0
Michigan,Iron County,1211.0
Michigan,Isabella County,578.0
Michigan,Jackson County,724.0
Michigan,Kalamazoo County,580.0
Michigan,Kalkaska County,571.0
Michigan,Kent County,872.0
Michigan,Keweenaw County,5966.0
Michigan,Lake County,575.0
Michigan,Lapeer County,663.0
Michigan,Leelanau County,2532.0
Michigan,Lenawee County,761.0
Michigan,Livingston County,585.0
Michigan,Luce County,1912.0
Michigan,Mackinac County,2101.0
Michigan,Macomb County,570.0
Michigan,Manistee County,1281.0
Michigan,Marquette County,3425.0
Michigan,Mason County,1242.0
Michigan,Mecosta County,571.0
Michigan,Menominee County,1338.0
Michigan,Midland County,528.0
Michigan,Missaukee County,574.0
Michigan,Monroe County,680.0
Michigan,Montcalm County,721.0
Michigan,Montmorency County,562.0
Michigan,Muskegon County,1459.0
Michigan,Newaygo County,861.0
Michigan,Oakland County,908.0
Michigan,Oceana County,1307.0
Michigan,Ogemaw County,575.0
Michigan,Ontonagon County,3741.0
Michigan,Osceola County,573.0
Michigan,Oscoda County,572.0
Michigan,Otsego County,526.0
Michigan,Ottawa County,1632.0
Michigan,Presque Isle County,2573.0
Michigan,Roscommon County,580.0
Michigan,Saginaw County,816.0
Michigan,St. Clair County,837.0
Michigan,St. Joseph County,521.0
Michigan,Sanilac County,1590.0
Michigan,Schoolcraft County,1884.0
Michigan,Shiawassee County,541.0
Michigan,Tuscola County,914.0
Michigan,Van Buren County,1090.0
Michigan,Washtenaw County,723.0
Michigan,Wayne County,672.0
Michigan,Wexford County,576.0
Minnesota,Aitkin County,1819.3
Minnesota,Anoka County,423.61
Minnesota,Becker County,1310.42
Minnesota,Beltrami County,2505.27
Minnesota,Benton County,408.28
Minnesota,Big Stone County,496.95
Minnesota,Blue Earth County,752.36
Minnesota,Brown County,610.86
Minnesota,Carlton County,860.33
Minnesota,Carver County,357.04
Minnesota,Cass County,2017.6
Minnesota,Chippewa County,582.8
Minnesota,Chisago County,417.63
Minnesota,Clay County,1045.24
Minnesota,Clearwater County,994.71
Minnesota,Cook County,1450.6
Minnesota,Cottonwood County,639.99
Minnesota,Crow Wing County,996.57
Minnesota,Dakota County,569.58
Minnesota,Dodge County,439.5
Minnesota,Douglas County,634.32
Minnesota,Faribault County,713.63
Minnesota,Fillmore County,861.25
Minnesota,Freeborn County,707.64
Minnesota,Goodhue County,758.27
Minnesota,Grant County,546.41
Minnesota,Hennepin County,556.62
Minnesota,Houston County,558.41
Minnesota,Hubbard County,922.46
Minnesota,Isanti County,439.07
Minnesota,Itasca County,2665.06
Minnesota,Jackson County,701.69
Minnesota,Kanabec County,524.93
Minnesota,Kandiyohi County,796.06
Minnesota,Kittson County,1097.08
Minnesota,Koochiching County,3102.36
Minnesota,Lac qui Parle County,764.87
Minnesota,Lake County,2099.16
Minnesota,Lake of the Woods County,1296.7
Minnesota,Le Sueur County,448.5
Minnesota,Lincoln County,537.03
Minnesota,Lyon County,714.17
Minnesota,McLeod County,491.91
Minnesota,Mahnomen County,556.14
Minnesota,Marshall County,1772.24
Minnesota,Martin County,709.34
Minnesota,Meeker County,608.54
Minnesota,Mille Lacs County,574.47
Minnesota,Morrison County,1124.5
Minnesota,Mower County,711.5
Minnesota,Murray County,704.43
Minnesota,Nicollet County,452.29
Minnesota,Nobles County,715.39
Minnesota,Norman County,876.27
Minnesota,Olmsted County,653.01
Minnesota,Otter Tail County,1979.71
Minnesota,Pennington County,616.54
Minnesota,Pine County,1411.04
Minnesota,Pipestone County,465.89
Minnesota,Polk County,1970.37
Minnesota,Pope County,670.14
Minnesota,Ramsey County,155.78
Minnesota,Red Lake County,432.43
Minnesota,Redwood County,879.73
Minnesota,Renville County,982.92
Minnesota,Rice County,497.57
Minnesota,Rock County,482.61
Minnesota,Roseau County,1662.51
Minnesota,Saint Louis County,6225.16
Minnesota,Scott County,356.68
Minnesota,Sherburne County,436.3
Minnesota,Sibley County,588.65
Minnesota,Stearns County,1344.52
Minnesota,Steele County,429.55
Minnesota,Stevens County,562.06
Minnesota,Swift County,743.53
Minnesota,Todd County,942.02
Minnesota,Traverse County,574.09
Minnesota,Wabasha County,525.01
Minnesota,Wadena County,535.02
Minnesota,Waseca County,423.25
Minnesota,Washington County,391.7
Minnesota,Watonwan County,434.51
Minnesota,Wilkin County,751.43
Minnesota,Winona County,626.3
Minnesota,Wright County,660.75
Minnesota,Yellow Medicine County,757.96
Mississippi,Adams County,460.0
Mississippi,Alcorn County,400.0
Mississippi,Amite County,730.0
Mississippi,Attala County,735.0
Mississippi,Benton County,407.0
Mississippi,Bolivar County,876.0
Mississippi,Calhoun County,587.0
Mississippi,Carroll County,628.0
Mississippi,Chickasaw County,502.0
Mississippi,Choctaw County,419.0
Mississippi,Claiborne County,487.0
Mississippi,Clarke County,691.0
Mississippi,Clay County,409.0
Mississippi,Coahoma County,554.0
Mississippi,Copiah County,777.0
Mississippi,Covington County,414.0
Mississippi,DeSoto County,478.0
Mississippi,Forrest County,467.0
Mississippi,Franklin County,565.0
Mississippi,George County,478.0
Mississippi,Greene County,713.0
Mississippi,Grenada County,422.0
Mississippi,Hancock County,477.0
Mississippi,Harrison County,581.0
Mississippi,Hinds County,869.0
Mississippi,Holmes County,756.0
Mississippi,Humphreys County,418.0
Mississippi,Issaquena County,413.0
Mississippi,Itawamba County,532.0
Mississippi,Jackson County,727.0
Mississippi,Jasper County,676.0
Mississippi,Jefferson County,519.0
Mississippi,Jefferson Davis County,408.0
Mississippi,Jones County,694.0
Mississippi,Kemper County,766.0
Mississippi,Lafayette County,631.0
Mississippi,Lamar County,497.0
Mississippi,Lauderdale County,704.0
Mississippi,Lawrence County,431.0
Mississippi,Leake County,583.0
Mississippi,Lee County,450.0
Mississippi,Leflore County,592.0
Mississippi,Lincoln County,586.0
Mississippi,Lowndes County,502.0
Mississippi,Madison County,719.0
Mississippi,Marion County,542.0
Mississippi,Marshall County,706.0
Mississippi,Monroe County,764.0
Mississippi,Montgomery County,407.0
Mississippi,Neshoba County,570.0
Mississippi,Newton County,578.0
Mississippi,Noxubee County,695.0
Mississippi,Oktibbeha County,458.0
Mississippi,Panola County,684.0
Mississippi,Pearl River County,812.0
Mississippi,Perry County,647.0
Mississippi,Pike County,409.0
Mississippi,Pontotoc County,497.0
Mississippi,Prentiss County,415.0
Mississippi,Quitman County,405.0
Mississippi,Rankin County,775.0
Mississippi,Scott County,609.0
Mississippi,Sharkey County,428.0
Mississippi,Simpson County,589.0
Mississippi,Smith County,636.0
Mississippi,Stone County,445.0
Mississippi,Sunflower County,694.0
Mississippi,Tallahatchie County,644.0
Mississippi,Tate County,404.0
Mississippi,Tippah County,458.0
Mississippi,Tishomingo County,424.0
Mississippi,Tunica County,455.0
Mississippi,Union County,416.0
Mississippi,Walthall County,404.0
Mississippi,Warren County,587.0
Mississippi,Washington County,724.0
Mississippi,Wayne County,810.0
Mississippi,Webster County,423.0
Mississippi,Wilkinson County,677.0
Mississippi,Winston County,607.0
Mississippi,Yalobusha County,467.0
Mississippi,Yazoo County,920.0
Missouri,Adair County,568.0
Missouri,Andrew County,435.0
Missouri,Atchison County,545.0
Missouri,Audrain County,693.0
Missouri,Barry County,779.0
Missouri,Barton County,594.0
Missouri,Bates County,848.0
Missouri,Benton County,706.0
Missouri,Bollinger County,621.0
Missouri,Boone County,685.0
Missouri,Buchanan County,410.0
Missouri,Butler County,698.0
Missouri,Caldwell County,429.0
Missouri,Callaway County,839.0
Missouri,Camden County,655.0
Missouri,Cape Girardeau County,579.0
Missouri,Carroll County,695.0
Missouri,Carter County,508.0
Missouri,Cass County,699.0
Missouri,Cedar County,476.0
Missouri,Chariton County,756.0
Missouri,Christian County,563.0
Missouri,Clark County,507.0
Missouri,Clay County,396.0
Missouri,Clinton County,419.0
Missouri,Cole County,392.0
Missouri,Cooper County,565.0
Missouri,Crawford County,743.0
Missouri,Dade County,490.0
Missouri,Dallas County,542.0
Missouri,Daviess County,567.0
Missouri,DeKalb County,424.0
Missouri,Dent County,754.0
Missouri,Douglas County,815.0
Missouri,Dunklin County,546.0
Missouri,Franklin County,922.0
Missouri,Gasconade County,520.0
Missouri,Gentry County,492.0
Missouri,Greene County,675.0
Missouri,Grundy County,436.0
Missouri,Harrison County,725.0
Missouri,Henry County,702.0
Missouri,Hickory County,399.0
Missouri,Holt County,462.0
Missouri,Howard County,466.0
Missouri,Howell County,928.0
Missouri,Iron County,551.0
Missouri,Jackson County,605.0
Missouri,Jasper County,640.0
Missouri,Jefferson County,657.0
Missouri,Johnson County,831.0
Missouri,Knox County,506.0
Missouri,Laclede County,766.0
Missouri,Lafayette County,629.0
Missouri,Lawrence County,613.0
Missouri,Lewis County,505.0
Missouri,Lincoln County,630.0
Missouri,Linn County,620.0
Missouri,Livingston County,535.0
Missouri,Macon County,804.0
Missouri,Madison County,497.0
Missouri,Maries County,528.0
